pmid,file_source,pubmed,mid,pmc,doi,pii,pmcid,other_medline,other_sici
15936948,pubmed_900_to_999.xml,15936948,,,10.1016/j.nbd.2005.05.004,S0969-9961(05)00143-9,,,
15951428,pubmed_900_to_999.xml,15951428,,PMC1149500,10.1073/pnas.0500940102,0500940102,,,
15959507,pubmed_900_to_999.xml,15959507,,,10.1038/nature03663,nature03663,,,
15961540,pubmed_900_to_999.xml,15961540,,PMC1150897,10.1073/pnas.0503965102,0503965102,,,
15967987,pubmed_900_to_999.xml,15967987,,PMC1166615,10.1073/pnas.0503181102,0503181102,,,
15987951,pubmed_900_to_999.xml,15987951,,PMC6725066,10.1523/JNEUROSCI.0664-05.2005,25/26/6213,,,
15992373,pubmed_900_to_999.xml,15992373,,,10.1111/j.1471-4159.2005.03266.x,JNC3266,,,
15994560,pubmed_900_to_999.xml,15994560,,,10.1126/science.1111915,309/5731/142,,,
16000317,pubmed_900_to_999.xml,16000317,,,10.1093/hmg/ddi241,ddi241,,,
16002400,pubmed_900_to_999.xml,16002400,NIHMS6497,PMC1364535,10.1074/jbc.M503259200,S0021-9258(20)79293-8,,,
16006665,pubmed_900_to_999.xml,16006665,,,10.3233/jad-2005-7304,,,,
16009139,pubmed_900_to_999.xml,16009139,,,10.1016/j.cell.2005.04.028,S0092-8674(05)00408-3,,,
16009757,pubmed_900_to_999.xml,16009757,,,10.1001/archneur.62.7.1047,62/7/1047,,,
16009939,pubmed_900_to_999.xml,16009939,,PMC1174919,10.1073/pnas.0500398102,0500398102,,,
16014629,pubmed_900_to_999.xml,16014629,,,10.1074/jbc.M500833200,S0021-9258(20)79267-7,,,
16015352,pubmed_900_to_999.xml,16015352,,,10.1038/nm0705-703,nm0705-703,,,
16020738,pubmed_900_to_999.xml,16020738,,,10.1126/science.1112125,309/5733/481,,,
16025111,pubmed_900_to_999.xml,16025111,,,10.1038/nn1503,nn1503,,,
16033885,pubmed_900_to_999.xml,16033885,,PMC6725351,10.1523/JNEUROSCI.1247-05.2005,25/29/6755,,,
16039528,pubmed_900_to_999.xml,16039528,,,10.1016/j.chembiol.2005.05.011,S1074-5521(05)00157-2,,,
16043812,pubmed_900_to_999.xml,16043812,,,10.1212/01.wnl.0000171397.32851.bc,65/2/323,,,
16048372,pubmed_900_to_999.xml,16048372,,PMC1181540,10.1371/journal.pbio.0030274,05-PLBI-RA-0136R2,,,
16049170,pubmed_900_to_999.xml,16049170,NIHMS169137,PMC2813488,10.1523/JNEUROSCI.1065-05.2005,25/30/6947,,,
16049337,pubmed_900_to_999.xml,16049337,,PMC1603563,10.1016/S0002-9440(10)62995-1,S0002-9440(10)62995-1,,,
16051701,pubmed_900_to_999.xml,16051701,,PMC1181239,10.1073/pnas.0504926102,0504926102,,,
16052209,pubmed_900_to_999.xml,16052209,,PMC1187942,10.1038/sj.emboj.7600757,7600757,,,
1608449,pubmed_900_to_999.xml,1608449,,,10.1038/357500a0,,,,
16093313,pubmed_900_to_999.xml,16093313,,PMC1189325,10.1073/pnas.0504600102,0504600102,,,
16102527,pubmed_900_to_999.xml,16102527,,,10.1016/j.neuron.2005.08.001,S0896-6273(05)00649-5,,,
16102539,pubmed_900_to_999.xml,16102539,,,10.1016/j.neuron.2005.07.007,S0896-6273(05)00601-X,,,
16103124,pubmed_900_to_999.xml,16103124,NIHMS11746,PMC1562327,10.1074/jbc.M502861200,S0021-9258(20)59326-5,,,
16116430,pubmed_900_to_999.xml,16116430,,,10.1038/nm1287,nm1287,,,
16123299,pubmed_900_to_999.xml,16123299,,,10.1126/science.1116447,309/5739/1369,,,
16125396,pubmed_900_to_999.xml,16125396,,,10.1016/j.nbd.2005.05.027,S0969-9961(05)00152-X,,,
16131734,pubmed_900_to_999.xml,16131734,,,10.3233/jad-2005-7408,,,,
16136043,pubmed_900_to_999.xml,16136043,,,10.1038/nn1531,nn1531,,,
16139213,pubmed_1000_to_1099.xml,16139213,,,10.1016/j.cub.2005.07.064,S0960-9822(05)00848-1,,,
16148936,pubmed_1000_to_1099.xml,16148936,,,10.1038/nature03916,nature03916,,,
16154999,pubmed_1000_to_1099.xml,16154999,NIHMS47179,PMC2409196,10.1074/jbc.M508460200,S0021-9258(20)59223-5,,,
16155124,pubmed_1000_to_1099.xml,16155124,,PMC1224623,10.1073/pnas.0503324102,0503324102,,,
16157276,pubmed_1000_to_1099.xml,16157276,,,10.1016/j.neuron.2005.08.023,S0896-6273(05)00698-7,,,
16159306,pubmed_1000_to_1099.xml,16159306,,PMC1216331,10.1371/journal.pmed.0020288,04-PLME-RA-0245R3,,,
16172374,pubmed_1000_to_1099.xml,16172374,,PMC1216836,10.1073/pnas.0507063102,0507063102,,,
16177050,pubmed_1000_to_1099.xml,16177050,,PMC6725500,10.1523/JNEUROSCI.1521-05.2005,25/38/8807,,,
16192374,pubmed_1000_to_1099.xml,16192374,,PMC6725603,10.1523/JNEUROSCI.2868-05.2005,25/39/8843,,,
16207707,pubmed_1000_to_1099.xml,16207707,,,10.1074/jbc.M508781200,S0021-9258(19)47938-6,,,
16207708,pubmed_1000_to_1099.xml,16207708,,,10.1074/jbc.M508780200,S0021-9258(19)47937-4,,,
16207713,pubmed_1000_to_1099.xml,16207713,,,10.1074/jbc.M504513200,S0021-9258(19)47936-2,,,
16207876,pubmed_1000_to_1099.xml,16207876,,PMC6725754,10.1523/JNEUROSCI.3040-05.2005,25/40/9171,,,
16208376,pubmed_1000_to_1099.xml,16208376,,,10.1038/nature04001,nature04001,,,
16212664,pubmed_1000_to_1099.xml,16212664,,PMC1274341,10.1186/1742-2094-2-22,1742-2094-2-22,,,
16216935,pubmed_1000_to_1099.xml,16216935,,,10.1001/archneur.62.10.1531,62/10/1531,,,
16216938,pubmed_1000_to_1099.xml,16216938,,,10.1001/archneur.62.10.1556,62/10/1556,,,
16221845,pubmed_1000_to_1099.xml,16221845,,PMC6725703,10.1523/JNEUROSCI.0849-05.2005,25/41/9367,,,
16227967,pubmed_1000_to_1099.xml,16227967,,,10.1038/ncb1313,ncb1313,,,
16227987,pubmed_1000_to_1099.xml,16227987,,,10.1038/nm1314,nm1314,,,
16229831,pubmed_1000_to_1099.xml,16229831,NIHMS196886,PMC2862231,10.1016/j.ydbio.2005.09.029,S0012-1606(05)00636-6,,,
16237129,pubmed_1000_to_1099.xml,16237129,,,10.1212/01.wnl.0000187889.17253.b1,01.wnl.0000187889.17253.b1,,,
16239176,pubmed_1000_to_1099.xml,16239176,,,10.1016/S1474-4422(05)70198-8,S1474-4422(05)70198-8,,,
16239972,pubmed_1000_to_1099.xml,16239972,,PMC1257538,10.1172/JCI25247,,,,
16246844,pubmed_1000_to_1099.xml,16246844,,,10.1074/jbc.M507753200,S0021-9258(19)47565-0,,,
16251272,pubmed_1000_to_1099.xml,16251272,,PMC1266160,10.1073/pnas.0507856102,0507856102,,,
16251967,pubmed_1000_to_1099.xml,16251967,,,10.1038/nature04108,nature04108,,,
1625800,pubmed_1000_to_1099.xml,1625800,,,10.1016/0304-3940(92)90444-c,0304-3940(92)90444-C,,,
16269331,pubmed_1000_to_1099.xml,16269331,,,10.1016/j.cell.2005.09.028,S0092-8674(05)01022-6,,,
16282321,pubmed_1000_to_1099.xml,16282321,,,10.1074/jbc.M507892200,S0021-9258(20)66265-2,,,
16300414,pubmed_1000_to_1099.xml,16300414,,PMC1288039,10.1371/journal.pbio.0040006,05-PLBI-RA-1107R2,,,
16315276,pubmed_1000_to_1099.xml,16315276,,,10.1002/ana.20667,,,,
16337919,pubmed_1000_to_1099.xml,16337919,,,10.1016/j.neuron.2005.10.033,S0896-6273(05)00951-7,,,
16344336,pubmed_1000_to_1099.xml,16344336,,,10.1001/archneur.63.2.nct50002,63.2.nct50002,,,
16354912,pubmed_1000_to_1099.xml,16354912,,PMC6726015,10.1523/JNEUROSCI.3831-05.2005,25/50/11542,,,
16354928,pubmed_1000_to_1099.xml,16354928,NIHMS44739,PMC2564291,10.1523/JNEUROSCI.2766-05.2005,25/50/11693,,,
16369530,pubmed_1000_to_1099.xml,16369530,,,10.1038/ng1718,ng1718,,,
16372280,pubmed_1000_to_1099.xml,16372280,,,10.1002/ana.20730,,,,
16377636,pubmed_1000_to_1099.xml,16377636,,,10.1074/jbc.M509145200,S0021-9258(19)76802-1,,,
16384915,pubmed_1000_to_1099.xml,16384915,,PMC1326180,10.1073/pnas.0509822102,0509822102,,,
16385451,pubmed_1000_to_1099.xml,16385451,,PMC1380225,10.1086/498851,S0002-9297(07)60807-6,,,
16385556,pubmed_1000_to_1099.xml,16385556,,,10.1002/jnr.20734,,,,
16389197,pubmed_1000_to_1099.xml,16389197,,,10.1001/archpsyc.63.1.57,63/1/57,,,
16401644,pubmed_1000_to_1099.xml,16401644,,,10.1096/fj.05-4812fje,05-4812fje,,,
16407538,pubmed_1000_to_1099.xml,16407538,,PMC6674411,10.1523/JNEUROSCI.3882-05.2006,26/2/418,,,
16407541,pubmed_1000_to_1099.xml,16407541,,PMC6674390,10.1523/JNEUROSCI.2875-05.2006,26/2/440,,,
16407971,pubmed_1000_to_1099.xml,16407971,,PMC1383521,10.1038/sj.emboj.7600938,7600938,,,
16407979,pubmed_1000_to_1099.xml,16407979,,PMC1383510,10.1038/sj.emboj.7600926,7600926,,,
16415866,pubmed_1000_to_1099.xml,16415866,,,10.1038/nn1630,nn1630,,,
16421297,pubmed_1000_to_1099.xml,16421297,,PMC6675370,10.1523/JNEUROSCI.3707-05.2006,26/3/775,,,
16421561,pubmed_1000_to_1099.xml,16421561,,,10.1038/nature04367,nature04367,,,
16426772,pubmed_1000_to_1099.xml,16426772,,,10.1016/j.gene.2005.11.006,S0378-1119(05)00712-2,,,
16434391,pubmed_1000_to_1099.xml,16434391,,,10.1074/jbc.M513250200,S0021-9258(19)76603-4,,,
16443603,pubmed_1000_to_1099.xml,16443603,,,10.1074/jbc.M512786200,S0021-9258(19)56257-3,,,
16446437,pubmed_1000_to_1099.xml,16446437,,PMC1413647,10.1073/pnas.0509386103,0509386103,,,
16449385,pubmed_1000_to_1099.xml,16449385,,PMC1413666,10.1073/pnas.0510710103,0510710103,,,
16449386,pubmed_1000_to_1099.xml,16449386,,PMC1413665,10.1073/pnas.0510708103,0510708103,,,
16452662,pubmed_1000_to_1099.xml,16452662,NIHMS162900,PMC2846286,10.1523/JNEUROSCI.3291-05.2006,26/5/1386,,,
16461276,pubmed_1000_to_1099.xml,16461276,,,10.1016/j.cub.2005.12.042,S0960-9822(06)01025-6,,,
16461855,pubmed_1000_to_1099.xml,16461855,,,10.1001/archpsyc.63.2.130,63/2/130,,,
16461857,pubmed_1000_to_1099.xml,16461857,,,10.1001/archpsyc.63.2.153,63/2/153,,,
16461859,pubmed_1000_to_1099.xml,16461859,,,10.1001/archpsyc.63.2.161,63/2/161,,,
16461860,pubmed_1000_to_1099.xml,16461860,,,10.1001/archpsyc.63.2.168,63/2/168,,,
16476660,pubmed_1000_to_1099.xml,16476660,,,10.1016/j.neuron.2006.01.022,S0896-6273(06)00075-4,,,
16488378,pubmed_1000_to_1099.xml,16488378,,,10.1016/S1474-4422(06)70355-6,S1474-4422(06)70355-6,,,
16504943,pubmed_1000_to_1099.xml,16504943,,,10.1016/j.neuron.2006.01.020,S0896-6273(06)00073-0,,,
16511867,pubmed_1000_to_1099.xml,16511867,,,10.1002/jnr.20818,,,,
16531402,pubmed_1000_to_1099.xml,16531402,,,10.1074/jbc.M601660200,S0021-9258(20)72395-1,,,
16552612,pubmed_1000_to_1099.xml,16552612,,,10.1007/s00401-006-0048-x,,,,
16571759,pubmed_1000_to_1099.xml,16571759,,PMC6673867,10.1523/JNEUROSCI.5425-05.2006,26/13/3514,,,
16597739,pubmed_1000_to_1099.xml,16597739,,PMC6674120,10.1523/JNEUROSCI.5384-05.2006,26/14/3845,,,
16598260,pubmed_1000_to_1099.xml,16598260,,,10.1038/nature04598,nature04598,,,
16604074,pubmed_1000_to_1099.xml,16604074,,,10.1038/ng1769,ng1769,,,
16625204,pubmed_1000_to_1099.xml,16625204,,,10.1038/nature04724,nature04724,,,
16625205,pubmed_1000_to_1099.xml,16625205,,,10.1038/nature04723,nature04723,,,
16632311,pubmed_1000_to_1099.xml,16632311,,,10.1016/S1474-4422(06)70417-3,S1474-4422(06)70417-3,,,
16636269,pubmed_1000_to_1099.xml,16636269,,PMC1458989,10.1073/pnas.0602321103,0602321103,,,
16641106,pubmed_1000_to_1099.xml,16641106,,PMC1459029,10.1073/pnas.0509695103,0509695103,,,
16648133,pubmed_1000_to_1099.xml,16648133,,PMC1459546,10.1136/bmj.38814.696493.AE,bmj.38814.696493.AE,,,
16648635,pubmed_1000_to_1099.xml,16648635,,,10.1074/jbc.M602487200,S0021-9258(20)55638-X,,,
16651626,pubmed_1000_to_1099.xml,16651626,,PMC1606598,10.2353/ajpath.2006.050840,S0002-9440(10)62182-7,,,
16672644,pubmed_1000_to_1099.xml,16672644,,PMC6674171,10.1523/JNEUROSCI.0381-06.2006,26/18/4717,,,
16682536,pubmed_1000_to_1099.xml,16682536,,,10.1001/archneur.63.5.665,63/5/665,,,
16682537,pubmed_1000_to_1099.xml,16682537,,,10.1001/archneur.63.5.674,63/5/674,,,
16682538,pubmed_1000_to_1099.xml,16682538,,,10.1001/archneur.63.5.693,63/5/693,,,
16698938,pubmed_1000_to_1099.xml,16698938,,PMC1472455,10.1073/pnas.0509725103,0509725103,,,
16713961,pubmed_1000_to_1099.xml,16713961,,,10.1016/j.cub.2006.04.004,S0960-9822(06)01465-5,,,
16724068,pubmed_1000_to_1099.xml,16724068,,,10.1038/nature04782,nature04782,,,
1673054,pubmed_1000_to_1099.xml,1673054,,,10.1016/0896-6273(91)90052-2,0896-6273(91)90052-2,,,
16734669,pubmed_1000_to_1099.xml,16734669,,,10.1111/j.1600-0854.2006.00434.x,TRA434,,,
16738255,pubmed_1000_to_1099.xml,16738255,,PMC6675219,10.1523/JNEUROSCI.4245-05.2006,26/22/6103,,,
16751189,pubmed_1000_to_1099.xml,16751189,,,10.1074/jbc.M602909200,S0021-9258(19)47693-X,,,
16763046,pubmed_1000_to_1099.xml,16763046,,PMC6675197,10.1523/JNEUROSCI.0651-06.2006,26/23/6377,,,
16766195,pubmed_1000_to_1099.xml,16766195,,,10.1016/j.nbd.2006.04.004,S0969-9961(06)00077-5,,,
16769157,pubmed_1000_to_1099.xml,16769157,,,10.1016/j.neurobiolaging.2006.05.001,S0197-4580(06)00141-2,,,
16777606,pubmed_1000_to_1099.xml,16777606,,,10.1016/j.cell.2006.04.026,S0092-8674(06)00558-7,,,
16785436,pubmed_1000_to_1099.xml,16785436,,PMC1479867,10.1073/pnas.0603414103,0603414103,,,
16794039,pubmed_1000_to_1099.xml,16794039,NIHMS15898,PMC1983366,10.1126/science.1129462,1129462,,,
16799555,pubmed_1000_to_1099.xml,16799555,NIHMS31444,PMC2983090,10.1038/nm1438,nm1438,,,
16801647,pubmed_1000_to_1099.xml,16801647,,,10.1212/01.wnl.0000219668.47116.e6,66/12/1837,,,
16815329,pubmed_1100_to_1199.xml,16815329,,,10.1016/j.neuron.2006.06.009,S0896-6273(06)00462-4,,,
16825573,pubmed_1100_to_1199.xml,16825573,,,10.1126/science.1129631,313/5783/104,,,
16837572,pubmed_1100_to_1199.xml,16837572,,PMC1544060,10.1073/pnas.0603838103,0603838103,,,
16844381,pubmed_1100_to_1199.xml,16844381,,,10.1016/j.nbd.2006.05.011,S0969-9961(06)00133-1,,,
16849325,pubmed_1100_to_1199.xml,16849325,,,10.1074/jbc.M602532200,S0021-9258(19)34002-5,,,
16862115,pubmed_1100_to_1199.xml,16862115,,,10.1038/nature05017,nature05017,,,
16862116,pubmed_1100_to_1199.xml,16862116,,,10.1038/nature05016,nature05016,,,
16908860,pubmed_1100_to_1199.xml,16908860,,PMC1550768,10.1073/pnas.0601075103,0601075103,,,
1691865,pubmed_1100_to_1199.xml,1691865,,,10.1126/science.1691865,,,,
16921174,pubmed_1100_to_1199.xml,16921174,,,10.1093/brain/awl203,awl203,,,
16930778,pubmed_1100_to_1199.xml,16930778,,,10.1016/j.neurobiolaging.2006.07.007,S0197-4580(06)00259-4,,,
16936277,pubmed_1100_to_1199.xml,16936277,,PMC1698828,10.2353/ajpath.2006.060269,S0002-9440(10)62779-4,,,
16943563,pubmed_1100_to_1199.xml,16943563,,PMC6675335,10.1523/JNEUROSCI.2797-06.2006,26/35/9047,,,
16966547,pubmed_1100_to_1199.xml,16966547,NIHMS414646,PMC3488276,10.1212/01.wnl.0000234032.77541.a2,67/5/834,,,
16987729,pubmed_1100_to_1199.xml,16987729,,,10.1016/S1474-4422(06)70550-6,S1474-4422(06)70550-6,,,
16990547,pubmed_1100_to_1199.xml,16990547,,,10.1126/science.1131864,313/5794/1781,,,
17012232,pubmed_1100_to_1199.xml,17012232,,,10.1074/jbc.M604436200,S0021-9258(20)68171-6,,,
17018285,pubmed_1100_to_1199.xml,17018285,,,10.1016/j.cell.2006.07.037,S0092-8674(06)01207-4,,,
17021177,pubmed_1100_to_1199.xml,17021177,,PMC6674636,10.1523/JNEUROSCI.2250-06.2006,26/40/10222,,,
17030655,pubmed_1100_to_1199.xml,17030655,,,10.1001/archneur.63.10.1402,63/10/1402,,,
17035647,pubmed_1100_to_1199.xml,17035647,,,10.1056/NEJMoa061240,355/15/1525,,,
17052657,pubmed_1100_to_1199.xml,17052657,,,10.1016/S1474-4422(06)70578-6,S1474-4422(06)70578-6,,,
17053149,pubmed_1100_to_1199.xml,17053149,,,10.1126/science.1129837,314/5798/475,,,
17055784,pubmed_1100_to_1199.xml,17055784,,,10.1016/j.cmet.2006.10.004,S1550-4131(06)00332-9,,,
17065436,pubmed_1100_to_1199.xml,17065436,,PMC6674654,10.1523/JNEUROSCI.2085-06.2006,26/43/10939,,,
17071923,pubmed_1100_to_1199.xml,17071923,,,10.1093/brain/awl279,129/11/3042,,,
17081980,pubmed_1100_to_1199.xml,17081980,NIHMS14679,PMC1750862,10.1016/j.cell.2006.10.017,S0092-8674(06)01343-2,,,
17088210,pubmed_1100_to_1199.xml,17088210,,,10.1016/j.neuron.2006.08.024,S0896-6273(06)00646-5,,,
1709023,pubmed_1100_to_1199.xml,1709023,,,10.1016/0896-6273(91)90169-z,0896-6273(91)90169-Z,,,
17110330,pubmed_1100_to_1199.xml,17110330,,,10.1016/j.cell.2006.09.036,S0092-8674(06)01296-7,,,
17116874,pubmed_1100_to_1199.xml,17116874,,PMC1654132,10.1073/pnas.0604011103,0604011103,,,
17121991,pubmed_1100_to_1199.xml,17121991,,PMC1693730,10.1073/pnas.0606298103,0606298103,,,
17122850,pubmed_1100_to_1199.xml,17122850,UKMS4526,PMC2669898,10.1038/nature05329,nature05329,,,
17145504,pubmed_1100_to_1199.xml,17145504,NIHMS14785,PMC1850952,10.1016/j.neuron.2006.10.035,S0896-6273(06)00872-5,,,
17158800,pubmed_1100_to_1199.xml,17158800,,PMC1748258,10.1073/pnas.0604954103,0604954103,,,
17160900,pubmed_1100_to_1199.xml,17160900,,PMC1785308,10.1086/510686,S0002-9297(07)60927-6,,,
17167789,pubmed_1100_to_1199.xml,17167789,,,10.1002/ana.21038,,,,
17174898,pubmed_1100_to_1199.xml,17174898,NIHMS15156,PMC1876765,10.1016/j.cell.2006.10.041,S0092-8674(06)01469-3,,,
17179457,pubmed_1100_to_1199.xml,17179457,NIHMS24850,PMC2910591,10.1001/jama.296.23.2805,296/23/2805,,,
17182789,pubmed_1100_to_1199.xml,17182789,,PMC6674990,10.1523/JNEUROSCI.2514-06.2006,26/51/13384,,,
17183151,pubmed_1100_to_1199.xml,17183151,,,10.3233/jad-2006-10408,,,,
17187063,pubmed_1100_to_1199.xml,17187063,,,10.1038/ncb1528,ncb1528,,,
17190607,pubmed_1100_to_1199.xml,17190607,NIHMS578064,PMC4024467,10.1016/j.cell.2006.09.052,S0092-8674(06)01595-9,,,
17190939,pubmed_1100_to_1199.xml,17190939,,,10.1212/01.wnl.0000249116.50854.65,67/12/2170,,,
17192927,pubmed_1100_to_1199.xml,17192927,,,10.1002/ana.21051,,,,
17197420,pubmed_1100_to_1199.xml,17197420,,PMC1766397,10.1073/pnas.0608332104,0608332104,,,
17210801,pubmed_1100_to_1199.xml,17210801,,,10.1001/archneur.64.3.noc60123,64.3.noc60123,,,
17210817,pubmed_1100_to_1199.xml,17210817,,,10.1001/archneur.64.1.108,64/1/108,,,
17215356,pubmed_1100_to_1199.xml,17215356,,PMC1783398,10.1073/pnas.0608251104,0608251104,,,
17215369,pubmed_1100_to_1199.xml,17215369,,PMC1766335,10.1073/pnas.0610204104,0610204104,,,
17220890,pubmed_1100_to_1199.xml,17220890,NIHMS88269,PMC2657343,10.1038/ng1943,ng1943,,,
17224403,pubmed_1100_to_1199.xml,17224403,NIHMS16660,PMC1855201,10.1016/j.neuron.2006.12.016,S0896-6273(06)01021-X,,,
17227870,pubmed_1100_to_1199.xml,17227870,,PMC1783140,10.1073/pnas.0605208103,0605208103,,,
17234951,pubmed_1100_to_1199.xml,17234951,NIHMS18906,PMC1821121,10.1126/science.1131295,315/5810/393,,,
17242369,pubmed_1100_to_1199.xml,17242369,,PMC1785268,10.1073/pnas.0610180104,0610180104,,,
17251419,pubmed_1100_to_1199.xml,17251419,,PMC6672917,10.1523/JNEUROSCI.3501-06.2007,27/4/796,,,
17270731,pubmed_1100_to_1199.xml,17270731,,,10.1016/j.neuron.2007.01.005,S0896-6273(07)00008-6,,,
17284452,pubmed_1100_to_1199.xml,17284452,,,10.1074/jbc.M608207200,S0021-9258(19)57702-X,,,
17287515,pubmed_1100_to_1199.xml,17287515,,PMC6673583,10.1523/JNEUROSCI.4564-06.2007,27/6/1405,,,
17289941,pubmed_1100_to_1199.xml,17289941,EMS124480,PMC7610836,10.1126/science.1138389,1138389,,,
17296549,pubmed_1100_to_1199.xml,17296549,,,10.1016/j.neuron.2007.01.023,S0896-6273(07)00064-5,,,
17296550,pubmed_1100_to_1199.xml,17296550,,,10.1016/j.neuron.2007.01.024,S0896-6273(07)00065-7,,,
17296554,pubmed_1100_to_1199.xml,17296554,,,10.1016/j.neuron.2007.01.019,S0896-6273(07)00039-6,,,
17304350,pubmed_1100_to_1199.xml,17304350,,PMC1794119,10.1172/JCI29715,,,,
17308309,pubmed_1100_to_1199.xml,17308309,,,10.1074/jbc.M607483200,S0021-9258(20)76737-2,,,
17322876,pubmed_1100_to_1199.xml,17322876,,,10.1038/nn1860,nn1860,,,
17336088,pubmed_1100_to_1199.xml,17336088,,,10.1016/j.mcn.2007.01.011,S1044-7431(07)00021-8,,,
17351623,pubmed_1100_to_1199.xml,17351623,,,10.1038/nm1555,nm1555,,,
17353377,pubmed_1100_to_1199.xml,17353377,,,10.1001/archneur.64.3.354,64/3/354,,,
17353378,pubmed_1100_to_1199.xml,17353378,,,10.1001/archneur.64.3.366,64/3/366,,,
17353389,pubmed_1100_to_1199.xml,17353389,,,10.1001/archneur.64.3.431,64/3/431,,,
17359920,pubmed_1100_to_1199.xml,17359920,,,10.1016/j.neuron.2007.02.022,S0896-6273(07)00142-0,,,
17360474,pubmed_1100_to_1199.xml,17360474,,PMC1820705,10.1073/pnas.0611314104,0611314104,,,
17360897,pubmed_1100_to_1199.xml,17360897,,PMC6672573,10.1523/JNEUROSCI.3316-06.2007,27/11/2751,,,
17360908,pubmed_1100_to_1199.xml,17360908,,PMC6672572,10.1523/JNEUROSCI.4970-06.2007,27/11/2866,,,
17360912,pubmed_1100_to_1199.xml,17360912,,PMC6672561,10.1523/JNEUROSCI.4674-06.2007,27/11/2896,,,
1736183,pubmed_1100_to_1199.xml,1736183,,,10.1212/wnl.42.2.447,,,,
17366635,pubmed_1100_to_1199.xml,17366635,,,10.1002/ana.21099,,,,
17367539,pubmed_1100_to_1199.xml,17367539,,PMC1832188,10.1186/1750-1326-2-6,1750-1326-2-6,,,
17376970,pubmed_1100_to_1199.xml,17376970,,PMC6672474,10.1523/JNEUROSCI.4854-06.2007,27/12/3090,,,
17400334,pubmed_1100_to_1199.xml,17400334,NIHMS479189,PMC3745768,10.1016/j.neurobiolaging.2007.02.017,S0197-4580(07)00059-0,,,
17410168,pubmed_1100_to_1199.xml,17410168,,,10.1038/nature05744,nature05744,,,
17420311,pubmed_1100_to_1199.xml,17420311,NIHMS88266,PMC2639214,10.1001/archneur.64.4.501,64/4/501,,,
17420320,pubmed_1100_to_1199.xml,17420320,,,10.1001/archneur.64.4.570,64/4/570,,,
17420446,pubmed_1100_to_1199.xml,17420446,,PMC1871870,10.1073/pnas.0702023104,0702023104,,,
17435754,pubmed_1100_to_1199.xml,17435754,NIHMS306731,PMC3139463,10.1038/nn1885,nn1885,,,
17463094,pubmed_1100_to_1199.xml,17463094,,PMC1863491,10.1073/pnas.0702230104,0702230104,,,
17468743,pubmed_1100_to_1199.xml,17468743,,,10.1038/nature05772,nature05772,,,
17470753,pubmed_1100_to_1199.xml,17470753,,,10.1212/01.wnl.0000260698.46517.8f,68/18/1501,,,
17474819,pubmed_1100_to_1199.xml,17474819,,,10.4088/jcp.v68n0419,,,,
17502554,pubmed_1100_to_1199.xml,17502554,,,10.1212/01.wnl.0000261919.22630.ea,68/20/1718,,,
17506994,pubmed_1100_to_1199.xml,17506994,,,10.1016/j.bbrc.2007.04.195,S0006-291X(07)00925-4,,,
17517623,pubmed_1100_to_1199.xml,17517623,,PMC1890525,10.1073/pnas.0701055104,0701055104,,,
17522104,pubmed_1100_to_1199.xml,17522104,,,10.1093/brain/awm102,awm102,,,
17529984,pubmed_1100_to_1199.xml,17529984,NIHMS64520,PMC3910113,10.1038/nn1914,,,,
17533169,pubmed_1100_to_1199.xml,17533169,NIHMS137139,PMC2752411,10.1093/brain/awm112,awm112,,,
17544378,pubmed_1100_to_1199.xml,17544378,NIHMS29348,PMC2002507,10.1016/j.biopsych.2007.03.013,S0006-3223(07)00256-9,,,
17549256,pubmed_1100_to_1199.xml,17549256,,PMC1878531,10.1172/JCI31450,,,,
17551018,pubmed_1100_to_1199.xml,17551018,,PMC1965571,10.1073/pnas.0700148104,0700148104,,,
17553421,pubmed_1100_to_1199.xml,17553421,NIHMS40851,PMC2587162,10.1016/j.neuron.2007.05.022,S0896-6273(07)00379-0,,,
17558391,pubmed_1200_to_1299.xml,17558391,,,10.1038/nature05865,nature05865,,,
17562708,pubmed_1200_to_1299.xml,17562708,,,10.1074/jbc.M703269200,S0021-9258(20)54579-1,,,
17562829,pubmed_1200_to_1299.xml,17562829,,,10.1212/01.wnl.0000264930.97061.82,68/24/2085,,,
